"","Bottle Code","Year","Experiment","Location","Plot","Cut Trt","Var Trt","Cuts","Variety","Sample Timing","Sample Type","Harvest Point","Sample ID","Site","Paddock","Sample","Treatment","...9","...10","...11","Study","PlotNum","Main Treatment","SubPlot Treatment","...7","...8"
"713","220711","2022","Water Quality","Rosholt","No Irr","201","C","cultivate","Summer Harvest",NA,NA,NA,"220711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","220712","2022","Water Quality","Rosholt","No Irr","201","B","control","Summer Harvest",NA,NA,NA,"220712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","220713","2022","Water Quality","Rosholt","No Irr","301","A","cultivate","Summer Harvest",NA,NA,NA,"220713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","220714","2022","Water Quality","Rosholt","No Irr","301","C","spray","Summer Harvest",NA,NA,NA,"220714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","220715","2022","Water Quality","Rosholt","No Irr","301","B","control","Summer Harvest",NA,NA,NA,"220715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","220716","2022","Water Quality","Rosholt","No Irr","403","A","control","Summer Harvest",NA,NA,NA,"220716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","220717","2022","Water Quality","Rosholt","No Irr","403","C","cultivate","Summer Harvest",NA,NA,NA,"220717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","220718","2022","Water Quality","Rosholt","No Irr","403","B","spray","Summer Harvest",NA,NA,NA,"220718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","220719","2022","Water Quality","Rosholt","Irrigated","501","A","spray","Summer Harvest",NA,NA,NA,"220719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","220720","2022","Water Quality","Rosholt","Irrigated","501","C","control","Summer Harvest",NA,NA,NA,"220720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","220721","2022","Water Quality","Rosholt","Irrigated","501","B","cultivate","Summer Harvest",NA,NA,NA,"220721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","220722","2022","Water Quality","Rosholt","Irrigated","601","A","cultivate","Summer Harvest",NA,NA,NA,"220722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","220723","2022","Water Quality","Rosholt","Irrigated","601","C","spray","Summer Harvest",NA,NA,NA,"220723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","220724","2022","Water Quality","Rosholt","Irrigated","601","B","control","Summer Harvest",NA,NA,NA,"220724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","220725","2022","Water Quality","Rosholt","Irrigated","701","A","spray","Summer Harvest",NA,NA,NA,"220725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","220726","2022","Water Quality","Rosholt","Irrigated","701","C","control","Summer Harvest",NA,NA,NA,"220726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","220727","2022","Water Quality","Rosholt","Irrigated","701","B","cultivate","Summer Harvest",NA,NA,NA,"220727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","220728","2022","Water Quality","Rosholt","Irrigated","801","A","spray","Summer Harvest",NA,NA,NA,"220728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","220729","2022","Water Quality","Rosholt","Irrigated","801","C","cultivate","Summer Harvest",NA,NA,NA,"220729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","220730","2022","Water Quality","Rosholt","Irrigated","801","B","control","Summer Harvest",NA,NA,NA,"220730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","220731","2022","Edgerton","101","1",NA,NA,NA,NA,NA,NA,NA,"220731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","220732","2022","Edgerton","102","1",NA,NA,NA,NA,NA,NA,NA,"220732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","220733","2022","Edgerton","201","1",NA,NA,NA,NA,NA,NA,NA,"220733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","220734","2022","Edgerton","202","1",NA,NA,NA,NA,NA,NA,NA,"220734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","220735","2022","Edgerton","301","1",NA,NA,NA,NA,NA,NA,NA,"220735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","220736","2022","Edgerton","302","1",NA,NA,NA,NA,NA,NA,NA,"220736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","220737","2022","Edgerton","401","1",NA,NA,NA,NA,NA,NA,NA,"220737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","220738","2022","Edgerton","402","1",NA,NA,NA,NA,NA,NA,NA,"220738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","220739","2022","Luverne","101","1",NA,NA,NA,NA,NA,NA,NA,"220739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","220740","2022","Luverne","101","2",NA,NA,NA,NA,NA,NA,NA,"220740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","220741","2022","Luverne","101","3",NA,NA,NA,NA,NA,NA,NA,"220741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","220742","2022","Luverne","101","4",NA,NA,NA,NA,NA,NA,NA,"220742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","220743","2022","Luverne","101","5",NA,NA,NA,NA,NA,NA,NA,"220743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","220744","2022","Luverne","101","6",NA,NA,NA,NA,NA,NA,NA,"220744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","220745","2022","Luverne","102","1",NA,NA,NA,NA,NA,NA,NA,"220745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","220746","2022","Luverne","102","2",NA,NA,NA,NA,NA,NA,NA,"220746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","220747","2022","Luverne","102","3",NA,NA,NA,NA,NA,NA,NA,"220747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","220748","2022","Luverne","102","4",NA,NA,NA,NA,NA,NA,NA,"220748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","220749","2022","Luverne","102","5",NA,NA,NA,NA,NA,NA,NA,"220749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","220750","2022","Luverne","102","6",NA,NA,NA,NA,NA,NA,NA,"220750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","220751","2022","Luverne","201","1",NA,NA,NA,NA,NA,NA,NA,"220751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","220752","2022","Luverne","201","2",NA,NA,NA,NA,NA,NA,NA,"220752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","220753","2022","Luverne","201","3",NA,NA,NA,NA,NA,NA,NA,"220753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","220754","2022","Luverne","201","4",NA,NA,NA,NA,NA,NA,NA,"220754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","220755","2022","Luverne","201","5",NA,NA,NA,NA,NA,NA,NA,"220755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","220756","2022","Luverne","201","6",NA,NA,NA,NA,NA,NA,NA,"220756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","220757","2022","Luverne","202","1",NA,NA,NA,NA,NA,NA,NA,"220757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","220758","2022","Luverne","202","2",NA,NA,NA,NA,NA,NA,NA,"220758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","220759","2022","Luverne","202","3",NA,NA,NA,NA,NA,NA,NA,"220759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","220760","2022","Luverne","202","4",NA,NA,NA,NA,NA,NA,NA,"220760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","220761","2022","Luverne","202","5",NA,NA,NA,NA,NA,NA,NA,"220761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","220762","2022","Luverne","202","6",NA,NA,NA,NA,NA,NA,NA,"220762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","220763","2022","Luverne","301","1",NA,NA,NA,NA,NA,NA,NA,"220763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","220764","2022","Luverne","301","2",NA,NA,NA,NA,NA,NA,NA,"220764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","220765","2022","Luverne","301","3",NA,NA,NA,NA,NA,NA,NA,"220765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","220766","2022","Luverne","301","4",NA,NA,NA,NA,NA,NA,NA,"220766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","220767","2022","Luverne","301","5",NA,NA,NA,NA,NA,NA,NA,"220767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","220768","2022","Luverne","301","6",NA,NA,NA,NA,NA,NA,NA,"220768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","220769","2022","Luverne","302","1",NA,NA,NA,NA,NA,NA,NA,"220769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","220770","2022","Luverne","302","2",NA,NA,NA,NA,NA,NA,NA,"220770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","220771","2022","Luverne","302","3",NA,NA,NA,NA,NA,NA,NA,"220771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","220772","2022","Luverne","302","4",NA,NA,NA,NA,NA,NA,NA,"220772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","220773","2022","Luverne","302","5",NA,NA,NA,NA,NA,NA,NA,"220773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","220774","2022","Luverne","302","6",NA,NA,NA,NA,NA,NA,NA,"220774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","220775","2022","Luverne","401","1",NA,NA,NA,NA,NA,NA,NA,"220775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","220776","2022","Luverne","401","2",NA,NA,NA,NA,NA,NA,NA,"220776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","220777","2022","Luverne","401","3",NA,NA,NA,NA,NA,NA,NA,"220777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","220778","2022","Luverne","401","4",NA,NA,NA,NA,NA,NA,NA,"220778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","220779","2022","Luverne","401","5",NA,NA,NA,NA,NA,NA,NA,"220779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","220780","2022","Luverne","401","6",NA,NA,NA,NA,NA,NA,NA,"220780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","220781","2022","Luverne","402","1",NA,NA,NA,NA,NA,NA,NA,"220781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","220782","2022","Luverne","402","2",NA,NA,NA,NA,NA,NA,NA,"220782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","220783","2022","Luverne","402","3",NA,NA,NA,NA,NA,NA,NA,"220783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","220784","2022","Luverne","402","4",NA,NA,NA,NA,NA,NA,NA,"220784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","220785","2022","Luverne","402","5",NA,NA,NA,NA,NA,NA,NA,"220785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","220786","2022","Luverne","402","6",NA,NA,NA,NA,NA,NA,NA,"220786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","220787","2022","On farm grazing","Anderson","Spring post graze","101","1","Enclosed",NA,NA,NA,NA,"220787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","220788","2022","On farm grazing","Anderson","Spring post graze","102","2","Enclosed",NA,NA,NA,NA,"220788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","220789","2022","On farm grazing","Anderson","Spring post graze","103","3","Enclosed",NA,NA,NA,NA,"220789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","220790","2022","On farm grazing","Anderson","Spring post graze","104","4","Grazed",NA,NA,NA,NA,"220790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","220791","2022","On farm grazing","Anderson","Spring post graze","105","5","Grazed",NA,NA,NA,NA,"220791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","220792","2022","On farm grazing","Anderson","Spring post graze","106","6","Grazed",NA,NA,NA,NA,"220792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","220793","2022","On farm grazing","Anderson","Spring post graze","201","1","Enclosed",NA,NA,NA,NA,"220793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","220794","2022","On farm grazing","Anderson","Spring post graze","202","2","Enclosed",NA,NA,NA,NA,"220794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","220795","2022","On farm grazing","Anderson","Spring post graze","203","3","Enclosed",NA,NA,NA,NA,"220795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","220796","2022","On farm grazing","Anderson","Spring post graze","204","4","Grazed",NA,NA,NA,NA,"220796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","220797","2022","On farm grazing","Anderson","Spring post graze","205","5","Grazed",NA,NA,NA,NA,"220797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","220798","2022","On farm grazing","Anderson","Spring post graze","206","6","Grazed",NA,NA,NA,NA,"220798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","220799","2022","On farm grazing","Anderson","Spring post graze","301","1","Enclosed",NA,NA,NA,NA,"220799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","220800","2022","On farm grazing","Anderson","Spring post graze","302","2","Enclosed",NA,NA,NA,NA,"220800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","220801","2022","On farm grazing","Anderson","Spring post graze","303","3","Enclosed",NA,NA,NA,NA,"220801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","220802","2022","On farm grazing","Anderson","Spring post graze","304","4","Grazed",NA,NA,NA,NA,"220802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","220803","2022","On farm grazing","Anderson","Spring post graze","305","5","Grazed",NA,NA,NA,NA,"220803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","220804","2022","On farm grazing","Anderson","Spring post graze","306","6","Grazed",NA,NA,NA,NA,"220804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","220805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","220806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","220807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","220808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","220809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","220810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","220811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","220812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","220813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","220814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","220815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","220816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","220817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","220818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","220819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","220820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","220821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","220822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","220823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","220824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","220825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","220826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","220827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","220828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","220829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","220830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","220831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","220832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","220833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","220834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","220835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","220836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","220837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","220838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","220839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","220840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","220841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","220842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","220843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","220844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","220845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","220846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","220847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","220848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","220849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","220850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","220851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","220852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","220853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","220854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","220855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","220856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","220857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","220858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","220859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","220860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","220861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","220862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","220863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","220864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","220865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","220866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","220867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","220868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","220869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","220870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","220871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","220872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","220873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
